StockCode,Recency,Frequency,Monetary,R,F,M,RFM_Score,LoyalCustomer,Predicted_LoyalCustomer
23435,1,99,734.7900000000001,1,3,3,7,0,0
23436,2,116,2386.14,2,3,4,9,1,1
23437,1,132,2376.13,1,3,4,8,0,0
23438,1,109,2227.42,1,3,3,7,0,0
23439,1,397,8941.61,1,4,4,9,1,1
23440,2,5,299.36,2,1,2,5,0,0
23441,2,3,9.24,2,1,1,4,0,0
23442,2,7,87.36,2,1,1,4,0,0
23444,2,80,1215.0,2,3,3,8,0,0
23445,1,102,2194.4399999999996,1,3,3,7,0,0
23446,2,3,230.24999999999997,2,1,2,5,0,0
23447,2,4,231.89999999999998,2,1,2,5,0,0
23448,10,3,41.24999999999999,3,1,1,5,0,0
23449,24,1,15.0,3,1,1,5,0,0
23451,1,52,558.12,1,2,2,5,0,0
23452,1,88,1023.7099999999999,1,3,3,7,0,0
23453,1,47,631.5799999999999,1,2,2,5,0,0
23454,1,53,762.25,1,2,3,6,0,0
23455,2,35,569.4300000000001,2,2,2,6,0,0
23456,6,37,642.4000000000001,3,2,2,7,0,0
23457,1,31,554.83,1,2,2,5,0,0
23458,1,34,837.1999999999999,1,2,3,6,0,0
23459,2,21,450.0,2,2,2,6,0,0
23460,4,47,1056.83,3,2,3,8,0,0
23461,2,95,3099.31,2,3,4,9,1,1
23462,1,58,1957.1399999999999,1,2,3,6,0,0
23463,1,8,139.39999999999998,1,1,2,4,0,0
23464,1,8,99.2,1,1,1,3,0,0
23465,2,16,247.63,2,1,2,5,0,0
23466,1,28,506.28,1,2,2,5,0,0
23467,1,11,120.08000000000001,1,1,1,3,0,0
23468,16,11,156.75,3,1,2,6,0,0
23469,1,74,1371.8400000000001,1,3,3,7,0,0
23470,4,92,1531.2,3,3,3,9,1,1
23471,7,27,626.74,3,2,2,7,0,0
23472,2,33,909.37,2,2,3,7,0,0
23473,2,51,552.85,2,2,2,6,0,0
23474,2,37,270.96,2,2,2,6,0,0
23475,2,31,242.17999999999998,2,2,2,6,0,0
23476,9,22,264.72,3,2,2,7,0,0
23477,9,13,123.47,3,1,1,5,0,0
23478,8,13,324.40000000000003,3,1,2,6,0,0
23479,1,44,880.23,1,2,3,6,0,0
23480,1,217,6794.74,1,4,4,9,1,1
23481,4,29,281.17,3,2,2,7,0,0
23482,3,39,661.02,2,2,2,6,0,0
23483,1,77,1677.6,1,3,3,7,0,0
23484,1,35,547.35,1,2,2,5,0,0
23485,1,96,6251.320000000001,1,3,4,8,0,0
23486,1,80,4345.12,1,3,4,8,0,0
23487,1,50,885.13,1,2,3,6,0,0
23489,1,159,2709.23,1,3,4,8,0,0
23490,1,102,2066.52,1,3,3,7,0,0
23491,2,79,1906.01,2,3,3,8,0,0
23492,5,28,635.38,3,2,2,7,0,0
23493,1,418,8521.08,1,4,4,9,1,1
23494,1,216,5764.56,1,4,4,9,1,1
23495,1,41,306.66,1,2,2,5,0,0
23496,2,31,154.52,2,2,2,6,0,0
23497,1,196,3677.7699999999995,1,4,4,9,1,1
23498,1,99,2378.4799999999996,1,3,4,8,0,0
23499,1,110,587.49,1,3,2,6,0,0
23500,1,98,2044.58,1,3,3,7,0,0
23501,1,112,2220.37,1,3,3,7,0,0
23502,2,94,896.41,2,3,3,8,0,0
23503,1,337,4866.8,1,4,4,9,1,1
23504,1,208,2857.64,1,4,4,9,1,1
23505,1,115,1660.04,1,3,3,7,0,0
23506,1,146,1139.2,1,3,3,7,0,0
23507,1,119,1156.51,1,3,3,7,0,0
23508,1,121,1165.97,1,3,3,7,0,0
23509,2,65,452.72,2,2,2,6,0,0
23510,1,120,1119.22,1,3,3,7,0,0
23511,2,99,1266.57,2,3,3,8,0,0
23512,2,57,977.3199999999999,2,2,3,7,0,0
23513,4,71,1126.74,3,3,3,9,1,1
23514,6,75,989.87,3,3,3,9,1,1
23515,1,71,1164.98,1,3,3,7,0,0
23516,4,42,1062.35,3,2,3,8,0,0
23517,3,63,996.38,2,2,3,7,0,0
23518,7,45,1000.64,3,2,3,8,0,0
23519,16,24,792.31,3,2,3,8,0,0
23520,4,32,604.3,3,2,2,7,0,0
23521,1,44,793.37,1,2,3,6,0,0
23522,1,32,727.4399999999999,1,2,3,6,0,0
23523,1,42,1196.3100000000002,1,2,3,6,0,0
23524,1,64,1580.13,1,2,3,6,0,0
23525,1,54,1890.0700000000002,1,2,3,6,0,0
23526,1,145,6116.6,1,3,4,8,0,0
23527,1,50,1458.56,1,2,3,6,0,0
23528,1,50,1504.49,1,2,3,6,0,0
23529,2,37,2011.9900000000002,2,2,3,7,0,0
23530,1,87,4465.97,1,3,4,8,0,0
23531,1,112,5559.11,1,3,4,8,0,0
23532,2,31,901.58,2,2,3,7,0,0
23533,1,36,998.64,1,2,3,6,0,0
23534,1,261,8656.5,1,4,4,9,1,1
23535,1,216,8475.94,1,4,4,9,1,1
23536,1,86,3465.93,1,3,4,8,0,0
23537,1,34,581.13,1,2,2,5,0,0
23538,1,32,1334.49,1,2,3,6,0,0
23539,4,41,1227.95,3,2,3,8,0,0
23540,4,14,947.0600000000001,3,1,3,7,0,0
23541,3,153,6840.41,2,3,4,9,1,1
23542,1,92,3848.8599999999997,1,3,4,8,0,0
23543,1,103,7019.01,1,3,4,8,0,0
23544,4,21,1024.03,3,2,3,8,0,0
23545,1,84,1025.6,1,3,3,7,0,0
23546,1,120,1375.5,1,3,3,7,0,0
23547,3,62,661.5,2,2,2,6,0,0
23548,2,43,451.5,2,2,2,6,0,0
23549,9,52,548.1,3,2,2,7,0,0
23550,1,64,763.1,1,2,3,6,0,0
23551,1,136,841.01,1,3,3,7,0,0
23552,1,116,3883.99,1,3,4,8,0,0
23553,1,68,6457.15,1,3,4,8,0,0
23554,2,57,4830.53,2,2,4,8,0,0
23555,1,50,4818.07,1,2,4,7,0,0
23556,2,54,4987.01,2,2,4,8,0,0
23557,1,32,3930.27,1,2,4,7,0,0
23558,2,52,4741.37,2,2,4,8,0,0
23559,1,124,1488.65,1,3,3,7,0,0
23560,2,26,502.07000000000005,2,2,2,6,0,0
23561,1,16,476.0,1,1,2,4,0,0
23562,1,43,730.37,1,2,3,6,0,0
23564,1,76,841.31,1,3,3,7,0,0
23565,1,65,592.56,1,2,2,5,0,0
23566,1,84,1164.43,1,3,3,7,0,0
23567,1,38,292.83,1,2,2,5,0,0
23568,1,49,788.77,1,2,3,6,0,0
23569,1,193,4762.21,1,4,4,9,1,1
23570,1,276,4944.37,1,4,4,9,1,1
23571,1,257,6436.61,1,4,4,9,1,1
23574,3,16,120.0,2,1,1,4,0,0
23575,1,32,367.34999999999997,1,2,2,5,0,0
23576,1,37,400.03999999999996,1,2,2,5,0,0
23578,2,14,125.72,2,1,1,4,0,0
23579,1,35,362.65,1,2,2,5,0,0
23580,2,25,236.87,2,2,2,6,0,0
23581,1,342,11837.79,1,4,4,9,1,1
23582,1,262,10456.130000000001,1,4,4,9,1,1
23583,1,326,5530.33,1,4,4,9,1,1
23597,1,32,702.6700000000001,1,2,3,6,0,0
23598,1,47,1218.48,1,2,3,6,0,0
23601,11,4,19.92,3,1,1,5,0,0
23602,28,1,2.91,3,1,1,5,0,0
23603,2,14,49.800000000000004,2,1,1,4,0,0
23604,53,2,6.64,4,1,1,6,0,0
23605,65,1,11.64,4,1,1,6,0,0
23607,16,7,13.28,3,1,1,5,0,0
23608,1,3,11.64,1,1,1,3,0,0
23609,11,1,2.91,3,1,1,5,0,0
23610,29,3,6.24,3,1,1,5,0,0
23611,1,16,99.60000000000001,1,1,1,3,0,0
23612,22,2,8.299999999999999,3,1,1,5,0,0
23613,11,6,27.39,3,1,1,5,0,0
23614,2,11,86.58000000000001,2,1,1,4,0,0
23615,3,4,9.96,2,1,1,4,0,0
23616,1,7,19.92,1,1,1,3,0,0
23617,10,1,5.82,3,1,1,5,0,0
23619,31,2,9.96,3,1,1,5,0,0
23620,21,7,24.900000000000002,3,1,1,5,0,0
23621,1,4,14.940000000000001,1,1,1,3,0,0
23623,10,6,23.28,3,1,1,5,0,0
23624,29,4,9.96,3,1,1,5,0,0
23625,7,4,44.910000000000004,3,1,1,5,0,0
23626,2,16,107.07000000000001,2,1,1,4,0,0
23627,14,2,17.43,3,1,1,5,0,0
23628,39,1,2.91,4,1,1,6,0,0
23629,14,10,59.760000000000005,3,1,1,5,0,0
23630,9,3,8.47,3,1,1,5,0,0
23632,9,10,31.200000000000003,3,1,1,5,0,0
23633,18,3,7.470000000000001,3,1,1,5,0,0
23634,3,5,14.55,2,1,1,4,0,0
23635,1,3,12.48,1,1,1,3,0,0
23636,1,7,26.19,1,1,1,3,0,0
23637,2,9,27.39,2,1,1,4,0,0
23638,16,2,5.82,3,1,1,5,0,0
23639,22,4,13.32,3,1,1,5,0,0
23640,2,8,22.410000000000004,2,1,1,4,0,0
23643,39,1,3.33,4,1,1,6,0,0
23644,1,5,16.65,1,1,1,3,0,0
23645,2,4,22.410000000000004,2,1,1,4,0,0
23646,22,5,19.92,3,1,1,5,0,0
23649,14,2,4.98,3,1,1,5,0,0
23650,2,4,9.96,2,1,1,4,0,0
23652,22,1,5.82,3,1,1,5,0,0
23654,1,4,12.450000000000001,1,1,1,3,0,0
23660,1,46,561.06,1,2,2,5,0,0
23661,1,37,426.59,1,2,2,5,0,0
23664,28,1,1.65,3,1,1,5,0,0
23681,1,132,2526.69,1,3,4,8,0,0
23691,2,38,481.5,2,2,2,6,0,0
23692,10,2,21.0,3,1,1,5,0,0
23694,1,41,165.07999999999998,1,2,2,5,0,0
23695,1,57,323.32,1,2,2,5,0,0
23697,1,35,194.58,1,2,2,5,0,0
23702,24,3,27.0,3,1,1,5,0,0
23843,1,2,336939.2,1,1,4,6,0,0
35001G,2,30,681.59,2,2,2,6,0,0
35001W,359,6,273.51000000000005,4,1,2,7,0,0
35004B,1,119,3071.61,1,3,4,8,0,0
35004C,277,47,2058.7,4,2,3,9,1,1
35004G,2,22,458.55,2,2,2,6,0,0
35004P,364,1,5.45,4,1,1,6,0,0
35095A,1,100,388.57,1,3,2,6,0,0
35095B,1,98,352.25,1,3,2,6,0,0
35241,220,44,530.49,4,2,2,8,0,0
35265,68,12,52.2,4,1,1,6,0,0
35271S,372,2,3.6100000000000003,4,1,1,6,0,0
35400,16,13,224.7,3,1,2,6,0,0
35443,15,6,6.8,3,1,1,5,0,0
35471D,1,225,987.0699999999999,1,4,3,8,0,0
35591T,20,4,6.25,3,1,1,5,0,0
35597A,369,1,1.25,4,1,1,6,0,0
35597B,369,1,1.25,4,1,1,6,0,0
35597D,99,2,17.48,4,1,1,6,0,0
35598A,19,2,26.550000000000004,3,1,1,5,0,0
35598B,9,25,460.64,3,2,2,7,0,0
35598C,16,2,5.9,3,1,1,5,0,0
35598D,6,43,493.66,3,2,2,7,0,0
35599B,6,27,551.13,3,2,2,7,0,0
35599D,6,34,553.07,3,2,2,7,0,0
35607A,325,2,7.82,4,1,1,6,0,0
35607B,86,7,18.240000000000002,4,1,1,6,0,0
35609A,364,1,2.51,4,1,1,6,0,0
35610A,360,3,15.02,4,1,1,6,0,0
35610B,362,1,30.0,4,1,1,6,0,0
35610C,362,2,32.51,4,1,1,6,0,0
35637A,12,28,440.62,3,2,2,7,0,0
35637C,12,9,100.86,3,1,1,5,0,0
35638A,19,5,82.1,3,1,1,5,0,0
35638B,19,5,128.32999999999998,3,1,1,5,0,0
35645,50,3,17.0,4,1,1,6,0,0
35646,1,94,937.25,1,3,3,7,0,0
35647,274,2,16.25,4,1,1,6,0,0
35648,1,130,1089.07,1,3,3,7,0,0
35649,2,35,156.85,2,2,2,6,0,0
35650,131,1,4.95,4,1,1,6,0,0
35651,29,59,1005.6399999999999,3,2,3,8,0,0
35653,121,52,433.19,4,2,2,8,0,0
35809A,183,62,488.89,4,2,2,8,0,0
35809B,242,3,9.18,4,1,1,6,0,0
35809a,213,9,37.33,4,1,1,6,0,0
35810A,40,75,640.92,4,3,2,9,1,1
35810B,9,28,184.88,3,2,2,7,0,0
35815P,75,5,63.28000000000001,4,1,1,6,0,0
35816P,115,2,29.64,4,1,1,6,0,0
35817P,120,2,19.86,4,1,1,6,0,0
35818B,38,3,11.780000000000001,4,1,1,6,0,0
35818P,4,19,106.97,3,2,1,6,0,0
35819B,9,24,106.81,3,2,1,6,0,0
35819P,26,7,66.55,3,1,1,5,0,0
35832,361,1,2.95,4,1,1,6,0,0
35833G,369,1,6.72,4,1,1,6,0,0
35833P,15,22,89.72,3,2,1,6,0,0
35909A,227,3,23.6,4,1,1,6,0,0
35909B,178,2,23.6,4,1,1,6,0,0
35910A,256,4,39.0,4,1,1,6,0,0
35910B,34,3,25.349999999999998,4,1,1,6,0,0
35911A,35,70,292.07,4,3,2,9,1,1
35911B,263,15,100.76,4,1,1,6,0,0
35912B,41,20,301.26,4,2,2,8,0,0
35913B,34,10,36.33,4,1,1,6,0,0
35914,51,40,219.66,4,2,2,8,0,0
35915B,77,50,257.21999999999997,4,2,2,8,0,0
35915C,235,60,316.46,4,2,2,8,0,0
35916A,52,29,67.39,4,2,1,7,0,0
35916B,52,32,76.68,4,2,1,7,0,0
35916C,52,20,107.72,4,2,1,7,0,0
35920,234,15,104.84,4,1,1,6,0,0
35921,141,24,134.48,4,2,2,8,0,0
35922,246,10,138.6,4,1,2,7,0,0
35923,9,63,690.91,3,2,2,7,0,0
35924,2,77,1786.81,2,3,3,8,0,0
35933,34,19,92.21000000000001,4,2,1,7,0,0
35953,1,132,1664.9199999999998,1,3,3,7,0,0
35954,30,54,359.6,3,2,2,7,0,0
35957,331,42,380.05,4,2,2,8,0,0
35958,365,3,10.2,4,1,1,6,0,0
35961,1,245,2641.71,1,4,4,9,1,1
35964,1,100,405.25,1,3,2,6,0,0
35965,24,70,570.09,3,3,2,8,0,0
35966,108,2,10.260000000000002,4,1,1,6,0,0
35967,1,67,252.33,1,3,2,6,0,0
35968,38,19,82.1,4,2,1,7,0,0
35970,1,462,9667.7,1,4,4,9,1,1
35971,4,90,622.18,3,3,2,8,0,0
35972,33,16,120.0,4,1,1,6,0,0
37327,30,82,842.03,3,3,3,9,1,1
37330,263,1,2.34,4,1,1,6,0,0
37333,221,17,120.99,4,2,1,7,0,0
37340,2,137,1697.03,2,3,3,8,0,0
37342,98,112,1534.69,4,3,3,10,1,1
37343,275,13,123.29999999999998,4,1,1,6,0,0
37351,264,2,9.06,4,1,1,6,0,0
37370,18,164,3872.61,3,3,4,10,1,1
37379A,324,1,7.5,4,1,1,6,0,0
37413,4,81,284.49,3,3,2,8,0,0
37423,267,3,33.18,4,1,1,6,0,0
37444A,150,18,67.13000000000001,4,2,1,7,0,0
37444B,257,3,11.8,4,1,1,6,0,0
37444C,257,9,43.050000000000004,4,1,1,6,0,0
37446,3,195,2075.09,2,4,3,9,1,1
37447,2,121,1337.1699999999998,2,3,3,8,0,0
37448,1,199,2281.13,1,4,3,8,0,0
37449,2,179,5573.94,2,4,4,10,1,1
37450,1,146,2222.59,1,3,3,7,0,0
37461,369,1,1.25,4,1,1,6,0,0
37462E,4,12,13.1,3,1,1,5,0,0
37464,357,2,3.75,4,1,1,6,0,0
37467,60,17,130.26999999999998,4,2,2,8,0,0
37468,51,13,32.42,4,1,1,6,0,0
37471,58,3,30.43,4,1,1,6,0,0
37474,368,1,9.95,4,1,1,6,0,0
37475,7,43,671.93,3,2,2,7,0,0
37476,50,26,399.02,4,2,2,8,0,0
37479B,177,21,78.09,4,2,1,7,0,0
37479P,32,32,146.91,4,2,2,8,0,0
37482P,241,47,354.03,4,2,2,8,0,0
37487B,241,2,19.72,4,1,1,6,0,0
37488A,241,3,10.92,4,1,1,6,0,0
37489A,19,14,14.43,3,1,1,5,0,0
37489B,19,12,16.77,3,1,1,5,0,0
37489C,86,8,13.65,4,1,1,6,0,0
37489D,5,16,17.16,3,1,1,5,0,0
37491A,39,4,19.81,4,1,1,6,0,0
37491B,144,1,6.6,4,1,1,6,0,0
37491C,144,1,13.2,4,1,1,6,0,0
37491D,144,2,9.879999999999999,4,1,1,6,0,0
37495,1,104,1805.99,1,3,3,7,0,0
37500,1,116,2385.53,1,3,4,8,0,0
37501,108,50,920.73,4,2,3,9,1,1
37503,360,1,10.75,4,1,1,6,0,0
37509,369,2,5.1,4,1,1,6,0,0
40001,27,62,687.39,3,2,2,7,0,0
40003,186,15,179.23,4,1,2,7,0,0
40005B,17,4,10.2,3,1,1,5,0,0
40016,79,97,2136.34,4,3,3,10,1,1
40046A,54,6,62.5,4,1,1,6,0,0
44089A,12,4,6.3,3,1,1,5,0,0
44089C,77,6,10.08,4,1,1,6,0,0
44091A,143,3,3.78,4,1,1,6,0,0
44092B,95,5,11.899999999999999,4,1,1,6,0,0
44092C,51,8,18.7,4,1,1,6,0,0
44228,109,2,30.599999999999998,4,1,1,6,0,0
44234,1,34,156.24,1,2,2,5,0,0
44235,2,13,200.45999999999998,2,1,2,5,0,0
44236,110,6,56.52,4,1,1,6,0,0
44242A,152,1,9.48,4,1,1,6,0,0
44242B,74,3,50.28,4,1,1,6,0,0
44265,302,1,8.5,4,1,1,6,0,0
45013,47,2,8.850000000000001,4,1,1,6,0,0
46000M,2,138,1584.1000000000001,2,3,3,8,0,0
46000P,96,6,76.5,4,1,1,6,0,0
46000R,2,38,149.35,2,2,2,6,0,0
46000S,1,188,2320.0,1,4,4,9,1,1
46000U,6,26,133.75,3,2,2,7,0,0
46115B,280,2,2.2800000000000002,4,1,1,6,0,0
46118,1,46,317.16999999999996,1,2,2,5,0,0
46126A,206,8,69.84,4,1,1,6,0,0
46138B,26,14,54.199999999999996,3,1,1,5,0,0
46775D,5,39,720.93,3,2,3,8,0,0
46776A,1,70,651.95,1,3,2,6,0,0
46776B,1,88,679.67,1,3,2,6,0,0
46776C,1,59,492.79,1,2,2,5,0,0
46776D,1,37,378.29,1,2,2,5,0,0
46776E,1,38,288.43,1,2,2,5,0,0
46776F,1,89,883.12,1,3,3,7,0,0
46776a,39,1,20.65,4,1,1,6,0,0
46776b,39,1,4.13,4,1,1,6,0,0
46776e,39,1,4.13,4,1,1,6,0,0
46776f,39,1,28.91,4,1,1,6,0,0
47013A,234,4,3.0399999999999996,4,1,1,6,0,0
47013C,172,13,14.41,4,1,1,6,0,0
47016,38,1,4.2,4,1,1,6,0,0
47021G,170,27,309.29999999999995,4,2,2,8,0,0
47310M,1,121,570.4499999999999,1,3,2,6,0,0
47341A,185,5,38.75,4,1,1,6,0,0
47341B,9,11,56.25,3,1,1,5,0,0
47343A,124,14,145.17,4,1,2,7,0,0
47344B,191,6,43.66,4,1,1,6,0,0
47348A,99,15,50.31,4,1,1,6,0,0
47351B,33,10,356.9,4,1,2,7,0,0
47367B,45,43,376.27000000000004,4,2,2,8,0,0
47369A,8,20,93.19,3,2,1,6,0,0
47369B,8,22,97.13,3,2,1,6,0,0
47420,5,13,38.38,3,1,1,5,0,0
47421,2,55,395.09999999999997,2,2,2,6,0,0
47422,8,46,261.71999999999997,3,2,2,7,0,0
47469,1,13,256.81,1,1,2,4,0,0
47471,2,39,191.18,2,2,2,6,0,0
47480,1,86,1277.4699999999998,1,3,3,7,0,0
47481,10,23,172.64,3,2,2,7,0,0
47503A,12,165,1289.28,3,3,3,9,1,1
47503H,3,37,112.81,2,2,1,5,0,0
47503J,367,2,23.85,4,1,1,6,0,0
47504H,1,119,969.38,1,3,3,7,0,0
47504K,30,213,2058.93,3,4,3,10,1,1
47518F,11,28,113.64,3,2,1,6,0,0
47518f,44,5,20.73,4,1,1,6,0,0
47556B,235,2,6045.0,4,1,4,9,1,1
47559B,1,289,2626.15,1,4,4,9,1,1
47559b,2,28,342.65,2,2,2,6,0,0
47563A,1,106,557.76,1,3,2,6,0,0
47566,1,1705,100705.68000000001,1,4,4,9,1,1
47566B,5,372,14983.07,3,4,4,11,1,1
47566b,31,102,1651.1499999999999,3,3,3,9,1,1
47567B,4,138,3502.4500000000003,3,3,4,10,1,1
47570B,255,31,1727.23,4,2,3,9,1,1
47570b,318,2,42.019999999999996,4,1,1,6,0,0
47574A,63,115,667.45,4,3,2,9,1,1
47574B,206,2,17.0,4,1,1,6,0,0
47578A,2,45,202.53,2,2,2,6,0,0
47579,369,1,2.1,4,1,1,6,0,0
47580,1,112,1152.4199999999998,1,3,3,7,0,0
47585A,8,83,1129.44,3,3,3,9,1,1
47586A,17,8,53.55,3,1,1,5,0,0
47589,200,3,70.85000000000001,4,1,1,6,0,0
47590A,3,393,10617.45,2,4,4,10,1,1
47590B,1,397,12196.02,1,4,4,9,1,1
47590b,27,9,129.48,3,1,1,5,0,0
47591B,310,56,344.78999999999996,4,2,2,8,0,0
47591D,1,441,6064.15,1,4,4,9,1,1
47591b,2,1,4.13,2,1,1,4,0,0
47591d,10,56,672.24,3,2,2,7,0,0
47593A,255,12,14.37,4,1,1,6,0,0
47593B,2,245,946.13,2,4,3,9,1,1
47593b,39,1,4.9799999999999995,4,1,1,6,0,0
47594A,15,55,217.39,3,2,2,7,0,0
47594B,32,59,322.34999999999997,4,2,2,8,0,0
47599A,7,166,4662.1,3,3,4,10,1,1
47599B,7,120,2931.52,3,3,4,10,1,1
48111,1,234,7748.83,1,4,4,9,1,1
48116,1,203,9112.78,1,4,4,9,1,1
48129,1,209,6168.99,1,4,4,9,1,1
48138,1,623,25707.1,1,4,4,9,1,1
48173C,2,191,10066.06,2,4,4,10,1,1
48173c,221,7,252.95000000000002,4,1,2,7,0,0
48184,1,410,14371.7,1,4,4,9,1,1
48185,1,368,28443.71,1,4,4,9,1,1
48187,1,602,24324.64,1,4,4,9,1,1
48188,3,290,12155.02,2,4,4,10,1,1
48189,228,17,451.10999999999996,4,2,2,8,0,0
48194,1,594,22162.420000000002,1,4,4,9,1,1
51008,1,23,1697.45,1,2,3,6,0,0
51014A,1,240,2079.98,1,4,3,8,0,0
51014C,1,178,1495.4299999999998,1,4,3,8,0,0
51014L,1,151,1145.22,1,3,3,7,0,0
51014c,39,1,0.83,4,1,1,6,0,0
51020A,227,19,116.91,4,2,1,7,0,0
51020B,227,16,70.85999999999999,4,1,1,6,0,0
62018,3,61,5716.85,2,2,4,8,0,0
62043B,204,6,14.94,4,1,1,6,0,0
62074B,150,4,6.72,4,1,1,6,0,0
62086A,169,14,171.6,4,1,2,7,0,0
62094B,309,8,63.209999999999994,4,1,1,6,0,0
62096A,288,8,132.5,4,1,2,7,0,0
62096B,277,1,2.5,4,1,1,6,0,0
62097B,201,3,7.469999999999999,4,1,1,6,0,0
70006,1,120,1865.6299999999999,1,3,3,7,0,0
70007,1,108,982.76,1,3,3,7,0,0
71038,12,49,1272.2,3,2,3,8,0,0
71050,7,6,11.549999999999999,3,1,1,5,0,0
71053,1,342,8581.59,1,4,4,9,1,1
71101E,19,22,280.2,3,2,2,7,0,0
71143,149,37,196.35999999999999,4,2,2,8,0,0
71215,197,2,4.62,4,1,1,6,0,0
71270,1,49,338.73,1,2,2,5,0,0
71279,30,42,576.07,3,2,2,7,0,0
71403,24,33,286.91,3,2,2,7,0,0
71406C,10,21,57.96,3,2,1,6,0,0
71459,1,451,10964.77,1,4,4,9,1,1
71477,1,347,24102.18,1,4,4,9,1,1
71495A,16,8,40.379999999999995,3,1,1,5,0,0
71495B,16,8,61.05,3,1,1,5,0,0
71496A,37,12,80.96000000000001,4,1,1,6,0,0
71496B,37,4,7.37,4,1,1,6,0,0
71510,15,8,36.519999999999996,3,1,1,5,0,0
72024U,166,3,15.120000000000001,4,1,1,6,0,0
72051S,240,13,89.94999999999999,4,1,1,6,0,0
72122,1,61,336.73999999999995,1,2,2,5,0,0
72127,16,30,210.61,3,2,2,7,0,0
72128,1,36,152.04999999999998,1,2,2,5,0,0
72130,9,27,133.34,3,2,2,7,0,0
72131,15,18,238.34999999999997,3,2,2,7,0,0
72132,12,12,54.599999999999994,3,1,1,5,0,0
72133,2,16,63.51,2,1,1,4,0,0
72134,2,11,58.62,2,1,1,4,0,0
72140E,55,9,27.199999999999996,4,1,1,6,0,0
72225C,11,17,165.6,3,2,2,7,0,0
72232,1,65,630.23,1,2,2,5,0,0
72349B,1,114,1490.89,1,3,3,7,0,0
72349b,1,82,658.51,1,3,2,6,0,0
72351A,1,153,2528.15,1,3,4,8,0,0
72351B,2,189,4018.35,2,4,4,10,1,1
72351a,44,12,62.269999999999996,4,1,1,6,0,0
72369A,11,5,39.92,3,1,1,5,0,0
72586,8,84,333.78999999999996,3,3,2,8,0,0
72598,1,93,605.89,1,3,2,6,0,0
72709,26,7,37.4,3,1,1,5,0,0
72741,1,300,8261.25,1,4,4,9,1,1
72760B,1,155,4169.94,1,3,4,8,0,0
72780,1,20,116.44999999999999,1,2,1,4,0,0
72783,1,2,33.6,1,1,1,3,0,0
72798C,310,3,11.549999999999999,4,1,1,6,0,0
72799C,3,19,129.47,2,2,1,5,0,0
72799E,1,77,937.6400000000001,1,3,3,7,0,0
72799F,15,30,424.08000000000004,3,2,2,7,0,0
72800B,2,38,290.8,2,2,2,6,0,0
72800C,2,35,264.82,2,2,2,6,0,0
72800D,11,31,229.22,3,2,2,7,0,0
72800E,1,136,1213.29,1,3,3,7,0,0
72801C,1,19,180.65,1,2,2,5,0,0
72801D,1,18,113.21,1,2,1,4,0,0
72801G,24,13,72.46,3,1,1,5,0,0
72801c,3,25,95.94,2,2,1,5,0,0
72801d,2,44,184.7,2,2,2,6,0,0
72802A,9,67,1350.28,3,3,3,9,1,1
72802B,35,88,2655.72,4,3,4,11,1,1
72802C,9,109,3272.25,3,3,4,10,1,1
72802a,154,2,58.029999999999994,4,1,1,6,0,0
72802c,17,1,8.29,3,1,1,5,0,0
72803A,34,43,739.47,4,2,3,9,1,1
72803b,372,1,8.47,4,1,1,6,0,0
72807A,16,112,1888.07,3,3,3,9,1,1
72807B,16,111,1843.46,3,3,3,9,1,1
72807C,9,167,3661.75,3,3,4,10,1,1
72807a,14,5,66.32,3,1,1,5,0,0
72807b,239,4,33.16,4,1,1,6,0,0
72807c,17,5,41.449999999999996,3,1,1,5,0,0
72811,2,8,78.92999999999999,2,1,1,4,0,0
72812,1,11,116.06,1,1,1,3,0,0
72815,318,3,30.97,4,1,1,6,0,0
72816,53,70,1036.27,4,3,3,10,1,1
72817,16,162,1262.27,3,3,3,9,1,1
72818,39,77,847.9,4,3,3,10,1,1
72819,1,43,509.07,1,2,2,5,0,0
72821,302,4,18.15,4,1,1,6,0,0
75011,11,12,138.76,3,1,2,6,0,0
75013B,327,6,41.24999999999999,4,1,1,6,0,0
75049L,2,225,7032.179999999999,2,4,4,10,1,1
75131,249,15,529.21,4,1,2,7,0,0
75172,158,8,85.31,4,1,1,6,0,0
75178,3,13,218.87,2,1,2,5,0,0
77079,181,1,2.12,4,1,1,6,0,0
77101A,264,22,428.19,4,2,2,8,0,0
78033,65,10,203.15,4,1,2,7,0,0
78034B,69,6,15.6,4,1,1,6,0,0
78124,11,18,257.75,3,2,2,7,0,0
79000,88,129,3383.79,4,3,4,11,1,1
79026B,205,9,10.61,4,1,1,6,0,0
79030D,29,48,352.96,3,2,2,7,0,0
79030G,189,67,735.8299999999999,4,3,3,10,1,1
79051A,3,41,293.31,2,2,2,6,0,0
79062D,115,4,19.4,4,1,1,6,0,0
79063C,1,14,43.65,1,1,1,3,0,0
79063D,12,11,35.33,3,1,1,5,0,0
79066K,1,149,699.54,1,3,3,7,0,0
79066k,19,10,27.77,3,1,1,5,0,0
79067,353,38,719.69,4,2,3,9,1,1
79071B,179,11,59.0,4,1,1,6,0,0
79144B,2,53,103.64999999999999,2,2,1,5,0,0
79144C,2,51,98.53999999999999,2,2,1,5,0,0
79149B,4,8,7.56,3,1,1,5,0,0
79151B,11,2,4.62,3,1,1,5,0,0
79157B,4,2,3.4,3,1,1,5,0,0
79157V,36,3,4.25,4,1,1,6,0,0
